season,episode,character,lines,words
4,11,Phyllis,5,23
4,11,Creed,2,16
4,11,Kelly,5,48
4,11,Andy,4,60
4,11,Kevin,4,17
4,11,Troy,5,60
4,11,Waitress,1,5
4,11,Toby,8,111
4,11,Meredith,1,1
4,11,Bartender,2,8
4,11,Hank,6,33
4,12,Michael,88,1189
4,12,Pam,30,248
4,12,Kevin,8,100
4,12,Jim,31,272
4,12,Phyllis,9,49
4,12,Andy,14,153
4,12,Kelly,6,80
4,12,Oscar,2,11
4,12,Dwight,22,251
4,12,Angela,3,13
4,12,Stanley,20,218
4,12,Toby,10,106
4,12,Creed,1,40
4,12,Darryl,8,24
4,12,Ryan,14,261
4,12,Meredith,1,2
4,13,Michael,74,1182
4,13,Oscar,5,16
4,13,Darryl,5,30
4,13,Kelly,1,14
4,13,Dwight,10,175
4,13,Pam,34,309
4,13,Jim,21,350
4,13,Andy,14,147
4,13,Phil,10,122
4,13,Kevin,9,94
4,13,Meredith,1,8
4,13,Phyllis,2,10
4,13,Creed,4,28
4,13,Justin,14,61
4,13,Kid,2,5
4,13,Angela,4,7
4,13,Maguire,1,5
4,13,Brad,18,93
4,14,Dwight,48,409
4,14,Jim,76,814
4,14,Pam,47,349
4,14,Michael,161,2000
4,14,Toby,50,515
4,14,Kelly,4,78
4,14,Angela,17,160
4,14,Phyllis,23,262
4,14,Holly,70,537
4,14,Stanley,5,67
4,14,Creed,8,97
4,14,Kevin,23,141
4,14,Ryan,5,38
4,14,Meredith,9,54
4,14,Darryl,3,5
4,14,Jan,24,218
4,14,Andy,12,252
4,14,Holy,1,13
4,14,Hank,1,7
4,14,Troy,6,35
4,14,Someone,1,2
4,14,Oscar,3,18
4,14,Co-workers,2,7
5,01,Michael,129,1718
5,01,Dwight,59,565
5,01,Meredith,7,46
5,01,Stanley,8,135
5,01,Creed,5,22
5,01,Darryl,11,101
5,01,Andy,31,529
5,01,Holly,54,530
5,01,Oscar,24,161
5,01,Jim,67,721
5,01,Pam,34,229
5,01,Angela,26,223
5,01,Ronnie,3,15
5,01,Professor,5,92
5,01,Kelly,17,194
5,01,Jan,13,122
5,01,Kevin,12,43
5,01,Phyllis,16,158
5,01,Ryan,20,200
5,01,Friend,5,38
5,01,JIM9334,2,28
5,01,Receptionitis15,1,1
5,01,Micheal,2,2
5,01,Toby,3,82
5,02,Pam,9,42
5,02,Jim,29,297
5,02,Oscar,7,110
5,02,Angela,2,25
5,02,Kevin,13,140
5,02,Andy,12,84
5,02,Dwight,14,104
5,02,Michael,64,926
5,02,Creed,2,25
5,02,Holly,53,814
5,02,Ryan,12,207
5,02,Phyllis,6,134
5,02,Kelly,3,45
5,02,Stanley,5,27
5,02,Meredith,23,276
5,02,Dight,1,1
5,02,Micheal,3,28
5,02,Kendall,6,132
5,03,Dwight,39,347
5,03,Michael,78,921
5,03,Jim,28,238
5,03,Andy,13,81
5,03,Phyllis,7,56
5,03,Angela,16,152
5,03,Meredith,1,1
5,03,Kevin,12,79
5,03,Oscar,4,39
5,03,Pam,25,305
5,03,Holly,13,66
5,03,Stanley,2,49
5,03,Jan,48,589
5,03,Kelly,2,19
5,03,Creed,2,9
5,03,Darryl,9,58
5,03,Toby,3,14
5,04,Receptionist,1,3
5,04,Pam,11,146
5,04,Michael,94,1274
5,04,Holly,36,239
5,04,Andy,7,81
5,04,Dwight,33,388
5,04,Phyllis,24,196
5,04,Angela,8,42
5,04,Oscar,5,50
5,04,Kevin,5,28
5,04,Jim,36,229
5,04,Creed,2,24
5,04,Darryl,8,66
5,04,Roy,14,43
5,04,Bob,10,20
5,04,All,1,3
5,04,Stanley,1,8
5,05,Kelly,7,59
5,05,Phyllis,5,43
5,05,Ryan,4,21
5,05,Oscar,6,72
5,05,Creed,2,17
5,05,Kevin,5,22
5,05,Andy,44,508
5,05,Jim,25,218
5,05,Pam,25,287
5,05,Dwight,38,390
5,05,Michael,101,889
5,05,Holly,73,474
5,05,Darryl,55,401
5,05,Tom,13,105
5,05,Pete,15,141
5,05,Meredith,1,21
5,05,Stanley,1,1
5,05,Angela,8,53
5,06,Michael,72,789
5,06,Dwight,88,908
5,06,Darryl,1,26
5,06,Andy,29,313
5,06,Jim,99,757
5,06,Kelly,21,191
5,06,Kevin,2,11
5,06,Group,1,4
5,06,Mother,4,11
5,06,Pam,33,261
5,06,Alex,10,224
5,06,Angela,6,88
5,06,Customer,5,27
5,06,Ryan,6,93
5,06,Meredith,1,11
5,06,Phyllis,4,32
5,06,Stanley,4,19
5,07,Michael,73,934
5,07,Jim,22,129
5,07,Meredith,3,7
5,07,Kevin,2,9
5,07,Creed,1,3
5,07,Phyllis,2,6
5,07,Stanley,3,6
5,07,Dwight,15,127
5,07,Andy,66,490
5,07,Oscar,37,222
5,07,Stewardess,1,7
5,07,Beth,4,27
5,07,Ryan,13,130
5,07,Kelly,15,125
5,07,Concierge,3,49
5,07,Pam,14,151
5,07,Marie,5,24
5,07,Guy,1,5
5,07,Angela,8,21
5,07,Client,2,19
5,08,Angela,1,16
5,08,Kevin,2,18
5,08,Dwight,30,410
5,08,Jim,31,458
5,08,Michael,82,892
5,08,Ryan,18,233
5,08,Kelly,10,53
5,08,Toby,29,195
5,08,David,11,71
5,08,Pam,23,157
5,08,Andy,4,52
5,08,Phyllis,3,14
5,08,Creed,2,29
5,08,Leo,3,15
5,09,Oscar,31,378
5,09,Michael,93,942
5,09,Pam,51,339
5,09,Stanley,4,15
5,09,Toby,2,27
5,09,Jim,31,190
5,09,Meredith,1,10
5,09,Creed,1,5
5,09,Andy,18,171
5,09,Dwight,29,408
5,09,Angela,23,144
5,09,Kevin,3,20
5,09,Kelly,1,9
5,09,Phyllis,2,3
5,09,Hank,13,119
5,09,David,6,46
5,10,Dwight,27,346
5,10,Jim,26,161
5,10,Stanley,4,16
5,10,Phyllis,19,274
5,10,Michael,65,925
5,10,Angela,12,124
5,10,Meredith,36,274
5,10,Pam,6,38
5,10,Andy,8,232
5,10,Guy,3,14
5,10,Oscar,5,33
5,10,Kevin,3,43
5,10,Toby,15,183
5,10,Kelly,1,8
5,10,Creed,1,8
5,10,Sasha,1,3
5,10,Darryl,6,31
5,11,Pam,5,66
5,11,Michael,46,584
5,11,Dwight,65,506
5,11,Phyllis,3,14
5,11,Jim,27,210
5,11,Stanley,2,6
5,11,Oscar,10,77
5,11,Everyone,1,1
5,11,Angela,22,203
5,11,Kevin,5,61
5,11,Andy,62,420
5,11,Meredith,6,48
5,11,David,8,145
5,11,Creed,2,4
5,11,Kelly,2,22
5,12,Dwight,71,679
5,12,Jim,13,240
5,12,Phyllis,4,16
5,12,Stanley,4,71
5,12,Michael,84,725
5,12,David,9,136
5,12,Andy,3,36
5,12,Creed,1,3
5,12,Kevin,12,89
5,12,Meredith,2,9
5,12,Pam,5,38
5,12,Angela,3,51
5,12,Oscar,3,60
5,12,Kelly,2,39
5,13,Dwight,73,874
5,13,Angela,16,100
5,13,Pam,32,442
5,13,Phyllis,11,58
5,13,Andy,23,317
5,13,Kevin,8,54
5,13,Michael,118,1886
5,13,Everyone,3,18
5,13,Jim,35,231
5,13,Stanley,28,190
5,13,Oscar,11,73
5,13,Lawyer,2,8
5,13,David,1,12
5,13,Michel,1,23
5,13,Rose,8,95
5,13,Creed,4,26
5,13,Kelly,3,44
5,13,Lily,6,62
5,13,Sam,6,107
5,13,Meredith,3,43
5,13,Group,1,2
5,13,Darryl,6,40
5,14,Michael,55,1109
5,14,Jim,34,243
5,14,Pam,35,253
5,14,Kelly,8,103
5,14,Dwight,25,218
5,14,Phyllis,3,14
5,14,Julia,13,77
5,14,Stanley,7,66
5,14,Andy,27,461
5,14,Rolando,2,19
5,14,Karen,20,159
5,14,Mark,2,8
5,14,Oscar,1,5
5,14,Creed,5,51
5,15,Michael,50,587
5,15,Karen,2,10
5,15,Pam,38,348
5,15,Oscar,13,77
5,15,Kevin,18,87
5,15,Angela,19,320
5,15,Meredith,9,34
5,15,Creed,2,15
5,15,Dwight,33,305
5,15,Kelly,18,194
5,15,Jim,33,346
5,15,Phyllis,1,4
5,15,Receptionist,5,52
5,15,Stanley,2,19
5,15,A.J.,8,31
5,15,Woman,1,8
5,15,Man,1,8
5,15,All,1,2
5,16,Pam,32,222
5,16,Jim,35,186
5,16,Michael,86,1156
5,16,Dwight,31,300
5,16,Kevin,15,165
5,16,Kelly,9,79
5,16,Phyllis,11,74
5,16,Hank,1,1
5,16,Meredith,3,18
5,16,Bob,9,62
5,16,Oscar,14,126
5,16,Angela,4,67
5,16,Lynn,6,16
5,16,Blonde,6,36
5,16,Eric,1,2
5,16,Girl,1,4
5,16,Stanley,2,27
5,17,Pam,24,247
5,17,Michael,113,1437
5,17,Dwight,71,508
5,17,Jim,39,376
5,17,Andy,12,147
5,17,Kevin,10,110
5,17,Oscar,7,27
5,17,Darryl,3,27
5,17,Creed,2,6
5,17,Stanley,1,18
5,17,David,25,299
5,17,Lynn,3,3
5,18,Dwight,15,159
5,18,Michael,95,1332
5,18,Jim,25,351
5,18,Pam,13,141
5,18,Charles,65,521
5,18,Kelly,7,52
5,18,Angela,8,59
5,18,Kevin,5,32
5,18,Andy,6,42
5,18,Stanley,2,8
5,18,Oscar,3,8
5,18,David,18,138
5,18,Stephanie,6,13
5,18,Employees,1,21
5,18,Phyllis,3,19
5,18,Meredith,1,5
5,18,Creed,2,18
5,19,Michael,88,1075
5,19,Kelly,3,26
5,19,Oscar,12,144
5,19,Everyone,1,0
5,19,Pam,38,328
5,19,Stanley,7,37
5,19,Angela,4,32
5,19,Kevin,13,101
5,19,Meredith,2,11
5,19,Jim,26,193
5,19,Andy,14,103
5,19,Dwight,12,109
5,19,Charles,22,226
5,19,Isaac,7,33
5,19,Creed,1,5
5,19,Phone,1,35
5,19,Phyllis,3,16
5,19,Hank,3,9
5,19,Toby,1,34
5,20,Jim,35,235
5,20,Kevin,10,69
5,20,Andy,16,101
5,20,Dwight,17,115
5,20,Angela,3,12
5,20,Stanley,4,21
5,20,Pam,65,510
5,20,Michael,77,1203
5,20,Charles,40,297
5,20,Kelly,1,9
5,20,Phyllis,2,15
5,20,Creed,1,5
5,20,Micheal,1,4
5,20,Vikram,10,107
5,20,Ryan,11,67
5,20,Supervisor,1,5
5,20,Michal,1,14
5,20,Nana,10,57
5,20,Chares,1,3
5,20,Oscar,1,2
5,21,Michael,46,732
5,21,Jim,28,294
5,21,Pam,45,457
5,21,Kelly,5,43
5,21,Charles,25,118
5,21,Erin,16,61
5,21,Kevin,2,13
5,21,Andy,18,117
5,21,Dwight,28,327
5,21,Ryan,25,280
5,21,Toby,3,67
5,21,Oscar,5,31
5,21,Stanley,3,16
5,21,Phyllis,1,3
5,21,Man,1,5
5,21,Creed,2,22
5,21,Meredith,1,6
5,22,Michael,95,1130
5,22,Pam,18,166
5,22,Jim,27,303
5,22,Andy,31,353
5,22,Phyllis,5,21
5,22,Dwight,83,844
5,22,Charles,14,144
5,22,Ryan,9,48
5,22,Secretary,4,17
5,22,Stanley,1,9
5,22,Kelly,1,2
5,22,Kevin,1,6
5,23,Michael,76,880
5,23,Ryan,24,181
5,23,Pam,33,299
5,23,Charles,39,315
5,23,Jim,29,274
5,23,Dwight,25,295
5,23,Stanley,1,12
5,23,Andy,3,46
5,23,Angela,2,31
5,23,David,36,390
5,23,Kelly,2,1
5,23,Kevin,1,1
5,23,Phyllis,1,18
5,23,Ty,2,8
5,23,Erin,1,1
5,24,Kevin,1,73
5,24,Michael,95,1264
5,24,Ryan,25,176
5,24,Pam,30,165
5,24,Dwight,49,509
5,24,Angela,5,62
5,24,Jim,29,270
5,24,Oscar,5,32
5,24,Erin,10,33
5,24,Stanley,12,63
5,24,Phyllis,13,141
5,24,Andy,12,97
5,24,Meredith,8,66
5,24,Toby,13,170
5,24,Creed,9,74
5,24,Kelly,2,22
5,24,Darryl,1,10
5,25,Erin,23,132
5,25,Dwight,32,525
5,25,Pam,19,120
5,25,Jim,17,135
5,25,Michael,85,1159
5,25,Ryan,2,34
5,25,Angela,17,144
5,25,Phyllis,27,144
5,25,Oscar,6,40
5,25,Andy,16,99
5,25,Meredith,1,7
5,25,Kevin,15,122
5,25,Jessica,3,28
5,25,Stanley,2,20
5,25,Kelly,11,78
5,25,Creed,3,30
5,25,Phylis,1,4
5,25,Lynn,7,31
5,26,Erin,3,28
5,26,Jim,24,283
5,26,Pam,25,167
5,26,Dwight,38,436
5,26,Michael,54,491
5,26,Rolph,6,54
5,26,Kevin,5,16
5,26,Holly,38,314
5,26,AJ,8,58
5,26,Charles,12,115
5,26,Andy,12,70
5,26,Man,1,5
5,26,Phyllis,4,21
5,26,Woman,1,2
5,26,Stanley,2,17
5,26,Angela,3,21
5,26,Meredith,2,11
5,26,David,13,204
5,26,Toby,2,13
5,26,Kendall,2,11
5,26,Oscar,2,12
5,26,Both,1,2
5,26,Nurse,3,46
6,01,Michael,95,1167
6,01,Andy,37,308
6,01,Dwight,20,241
6,01,Jim,42,294
6,01,Pam,27,204
6,01,Meredith,4,20
6,01,Oscar,10,116
6,01,Kelly,9,37
6,01,Phyllis,7,55
6,01,Maurie,10,84
6,01,Eric,8,46
6,01,Kevin,14,101
6,01,Stanley,12,125
6,01,Erin,7,37
6,01,Angela,5,34
6,01,Creed,6,52
6,01,Toby,1,16
6,01,Everyone,3,1
6,01,Ryan,1,3
6,01,Megan,3,17
6,02,Michael,70,1043
6,02,Oscar,7,33
6,02,David,34,467
6,02,Jim,19,186
6,02,Pam,24,249
6,02,Darryl,15,151
6,02,Toby,26,257
6,02,Dwight,32,318
6,02,Creed,4,23
6,02,Kelly,3,60
6,02,Andy,7,232
6,02,Phyllis,2,9
6,02,Stanley,2,7
6,02,Kevin,1,5
6,02,Erin,3,17
6,02,Ryan,5,25
6,02,Gwenneth,2,2
6,02,Meredith,6,40
6,02,Angela,3,8
6,03,Dwight,29,385
6,03,Michael,86,1038
6,03,Jim,91,924
6,03,Erin,3,32
6,03,Stanley,3,23
6,03,Oscar,12,131
6,03,Phyllis,13,99
6,03,Pam,17,159
6,03,Ryan,5,82
6,03,Kelly,4,66
6,03,Creed,3,8
6,03,Meredith,9,60
6,03,Kevin,14,93
6,03,Angela,5,52
6,03,Andy,3,37
6,04,Pam,70,617
6,04,Jim,56,670
6,04,Dwight,84,792
6,04,Phyllis,3,34
6,04,Meredith,6,84
6,04,Andy,33,407
6,04,Michael,129,1629
6,04,Erin,10,107
6,04,Kevin,30,278
6,04,Angela,12,87
6,04,Micheal,1,1
6,04,Kelly,3,26
6,04,Stanley,7,56
6,04,Toby,4,28
6,04,Mema,13,162
6,04,Kids,1,1
6,04,Oscar,9,63
6,04,Penny,11,66
6,04,Ryan,3,24
6,04,Isabel,11,82
6,04,Pete,6,43
6,04,Tom,6,44
6,04,Everyone,1,2
6,04,Michel,1,2
6,05,Michael,122,1107
6,05,Toby,3,16
6,05,Andy,55,536
6,05,Creed,1,7
6,05,Meredith,3,23
6,05,Ryan,4,29
6,05,Erin,7,54
6,05,Grotti,30,378
6,05,Kevin,17,159
6,05,Dwight,50,491
6,05,Oscar,18,183
6,05,Phyllis,1,5
6,05,Jim,14,76
6,05,Pam,5,69
6,05,Waitress,7,29
6,05,Rep,6,64
6,05,Woman,4,31
6,05,Kid,1,5
6,06,Erin,12,73
6,06,Kevin,6,21
