show,season,episode,characters_lines,characters_words
The Office,8,02,"{'Jim': 39, 'Kevin': 18, 'Pam': 30, 'Oscar': 7, 'Angela': 14, 'Andy': 76, 'Dwight': 18, 'Phyllis': 8, 'Ryan': 5, 'Stanley': 5, 'Erin': 18, 'Darryl': 4, 'Robert': 19, 'Meredith': 5, 'Justine': 3, 'Kelly': 3, 'Group': 2, 'All': 1, 'Toby': 1}","{'Jim': 493, 'Kevin': 116, 'Pam': 206, 'Oscar': 36, 'Angela': 112, 'Andy': 902, 'Dwight': 176, 'Phyllis': 59, 'Ryan': 25, 'Stanley': 49, 'Erin': 175, 'Darryl': 39, 'Robert': 242, 'Meredith': 16, 'Justine': 13, 'Kelly': 21, 'Group': 2, 'All': 2, 'Toby': 5}"
The Office,8,03,"{'Dwight': 34, 'Oscar': 16, 'Erin': 9, 'Jim': 51, 'Andy': 54, 'Darryl': 43, 'Kelly': 5, 'Kevin': 19, 'Meredith': 2, 'Pam': 21, 'Phyllis': 4, 'Ryan': 4, 'Angela': 3, 'Gideon': 2, 'Nate': 3, 'Bruce': 1}","{'Dwight': 327, 'Oscar': 144, 'Erin': 43, 'Jim': 543, 'Andy': 713, 'Darryl': 438, 'Kelly': 28, 'Kevin': 166, 'Meredith': 13, 'Pam': 205, 'Phyllis': 36, 'Ryan': 40, 'Angela': 19, 'Gideon': 25, 'Nate': 92, 'Bruce': 2}"
The Office,8,04,"{'Jim': 17, 'Andy': 56, 'Pam': 13, 'Erin': 2, 'Meredith': 6, 'Dwight': 16, 'Ryan': 6, 'Oscar': 10, 'Kelly': 3, 'Phyllis': 2, 'Darryl': 8, 'Stanley': 1, 'Kevin': 4, 'Angela': 10, 'Robert': 15, 'Toby': 5, 'Mose': 5, 'Walter': 19, 'Ellen': 3, 'Waiter': 1, 'Gabe': 2}","{'Jim': 136, 'Andy': 615, 'Pam': 96, 'Erin': 8, 'Meredith': 76, 'Dwight': 168, 'Ryan': 60, 'Oscar': 68, 'Kelly': 20, 'Phyllis': 10, 'Darryl': 113, 'Stanley': 16, 'Kevin': 34, 'Angela': 146, 'Robert': 239, 'Toby': 28, 'Mose': 41, 'Walter': 137, 'Ellen': 12, 'Waiter': 11, 'Gabe': 24}"
The Office,8,05,"{'Andy': 23, 'Kevin': 8, 'Phyllis': 6, 'Kelly': 12, 'Meredith': 5, 'Erin': 30, 'Darryl': 8, 'Jim': 25, 'Ryan': 2, 'Dwight': 17, 'Pam': 25, 'Oscar': 10, 'Robert': 29, 'Bert': 19, 'Gabe': 7, 'Toby': 6, 'Gabe/Kelly/Toby': 1, 'Angela': 3, 'Stanley': 3, 'Creed': 3}","{'Andy': 240, 'Kevin': 56, 'Phyllis': 40, 'Kelly': 87, 'Meredith': 80, 'Erin': 330, 'Darryl': 30, 'Jim': 334, 'Ryan': 11, 'Dwight': 141, 'Pam': 213, 'Oscar': 63, 'Robert': 517, 'Bert': 147, 'Gabe': 58, 'Toby': 37, 'Gabe/Kelly/Toby': 12, 'Angela': 18, 'Stanley': 40, 'Creed': 14}"
The Office,8,06,"{'Andy': 50, 'Erin': 7, 'Jim': 37, 'Andy/Stanley': 1, 'Robert': 32, 'Dwight': 40, 'Darryl': 13, 'Val': 9, 'Gabe': 19, 'Toby': 7, 'Kevin': 7, 'Kelly': 5, 'Ryan': 2, 'Stanley': 4, 'Oscar': 9, 'Phyllis': 2, 'Angela': 6, 'Pam': 20}","{'Andy': 506, 'Erin': 50, 'Jim': 284, 'Andy/Stanley': 9, 'Robert': 228, 'Dwight': 584, 'Darryl': 99, 'Val': 50, 'Gabe': 241, 'Toby': 48, 'Kevin': 28, 'Kelly': 45, 'Ryan': 21, 'Stanley': 54, 'Oscar': 72, 'Phyllis': 15, 'Angela': 45, 'Pam': 138}"
The Office,8,07,"{'Andy': 40, 'Erin': 13, 'Client': 3, 'Dwight': 47, 'Darryl': 20, 'Pam': 56, 'Cathy': 10, 'Ryan': 6, 'Jim': 32, 'Gabe': 2, 'Toby': 4, 'Oscar': 4, 'Offscreen': 1, 'Phyllis': 2, 'Val': 3, 'Kevin': 13, 'Robert': 10, 'Kelly': 6, 'Curtis': 2, 'Drummer': 1, 'Creed': 2}","{'Andy': 413, 'Erin': 66, 'Client': 16, 'Dwight': 562, 'Darryl': 168, 'Pam': 440, 'Cathy': 62, 'Ryan': 62, 'Jim': 116, 'Gabe': 30, 'Toby': 52, 'Oscar': 24, 'Offscreen': 2, 'Phyllis': 9, 'Val': 20, 'Kevin': 75, 'Robert': 70, 'Kelly': 119, 'Curtis': 6, 'Drummer': 3, 'Creed': 9}"
The Office,8,08,"{'Gabe': 7, 'Kelly': 5, 'Andy': 49, 'Pam': 11, 'Phyllis': 11, 'Ryan': 10, 'Oscar': 18, 'Meredith': 1, 'Jim': 22, 'Erin': 16, 'Everyone': 4, 'Angela': 1, 'Dwight': 24, 'Darryl': 13, 'Kevin': 12, 'Robert': 20, 'Stanley': 3, 'Chelsea': 1, 'Man': 1, 'Archivist': 2, 'Narrator': 2, 'Soldier': 1, 'Amanda': 1}","{'Gabe': 151, 'Kelly': 26, 'Andy': 770, 'Pam': 107, 'Phyllis': 91, 'Ryan': 186, 'Oscar': 106, 'Meredith': 2, 'Jim': 266, 'Erin': 79, 'Everyone': 15, 'Angela': 10, 'Dwight': 262, 'Darryl': 99, 'Kevin': 196, 'Robert': 197, 'Stanley': 86, 'Chelsea': 3, 'Man': 4, 'Archivist': 18, 'Narrator': 50, 'Soldier': 36, 'Amanda': 75}"
The Office,8,09,"{'Dwight': 41, 'Creed': 2, 'Oscar': 10, 'Jim': 24, 'Darryl': 22, 'Andy': 51, 'Robert': 35, 'Ryan': 2, 'Susan': 44, 'Erin': 7, 'Phyllis': 3, 'Angela': 2, 'Toby': 3, 'Andy/Oscar': 1, 'Kevin': 1, 'Gabe': 1, 'Kathy': 1}","{'Dwight': 515, 'Creed': 14, 'Oscar': 88, 'Jim': 339, 'Darryl': 165, 'Andy': 478, 'Robert': 461, 'Ryan': 30, 'Susan': 391, 'Erin': 45, 'Phyllis': 24, 'Angela': 7, 'Toby': 15, 'Andy/Oscar': 18, 'Kevin': 8, 'Gabe': 5, 'Kathy': 2}"
The Office,8,10,"{'Andy': 74, 'Stanley': 3, 'Meredith': 18, 'Dwight': 22, 'Jim': 36, 'Creed': 2, 'Kelly': 7, 'Erin': 35, 'Robert': 22, 'Kevin': 8, 'Oscar': 7, 'Jessica': 20, 'Darryl': 9, 'Val': 7, 'Nate': 4, 'Ryan': 10, 'Phyllis': 7, 'Toby': 4, 'Angela': 2, 'Kathy': 3}","{'Andy': 701, 'Stanley': 13, 'Meredith': 134, 'Dwight': 234, 'Jim': 304, 'Creed': 20, 'Kelly': 59, 'Erin': 292, 'Robert': 263, 'Kevin': 44, 'Oscar': 20, 'Jessica': 86, 'Darryl': 95, 'Val': 36, 'Nate': 51, 'Ryan': 48, 'Phyllis': 29, 'Toby': 29, 'Angela': 16, 'Kathy': 8}"
The Office,8,11,"{'Kevin': 16, 'All': 2, 'Dwight': 29, 'Oscar': 17, 'Jim': 17, 'Andy': 38, 'Erin': 6, 'Darryl': 9, 'Angela': 1, 'Receptionist': 4, 'Gabe': 19, 'Robert': 13, 'Meredith': 7, 'Phyllis': 3, 'Stanley': 4, 'Host': 25, 'Creed': 1, 'Cathy': 1, 'Ryan': 6, 'Kelly': 6, 'Stu': 1, 'Announcer': 4, 'Einsteins': 1, 'Group': 1}","{'Kevin': 89, 'All': 3, 'Dwight': 307, 'Oscar': 201, 'Jim': 139, 'Andy': 491, 'Erin': 32, 'Darryl': 71, 'Angela': 9, 'Receptionist': 38, 'Gabe': 203, 'Robert': 335, 'Meredith': 26, 'Phyllis': 28, 'Stanley': 27, 'Host': 398, 'Creed': 18, 'Cathy': 7, 'Ryan': 47, 'Kelly': 75, 'Stu': 3, 'Announcer': 27, 'Einsteins': 1, 'Group': 1}"
The Office,8,12,"{'Dwight': 45, 'Stanley': 5, 'Jim': 17, 'Erin': 46, 'Oscar': 11, 'Robert': 23, 'Andy': 40, 'Kevin': 8, 'Meredith': 8, 'Angela': 3, 'Cathy': 3, 'Gabe': 7, 'Ryan': 10, 'Jessica': 15, 'Darryl': 7, 'Val': 7, 'Toby': 6, 'Kelly': 5, 'All': 2, 'Both': 1, 'Phyllis': 2, 'Kathy': 1}","{'Dwight': 320, 'Stanley': 35, 'Jim': 162, 'Erin': 300, 'Oscar': 59, 'Robert': 517, 'Andy': 257, 'Kevin': 71, 'Meredith': 74, 'Angela': 12, 'Cathy': 17, 'Gabe': 48, 'Ryan': 81, 'Jessica': 56, 'Darryl': 60, 'Val': 30, 'Toby': 24, 'Kelly': 47, 'All': 6, 'Both': 2, 'Phyllis': 22, 'Kathy': 4}"
The Office,8,13,"{'Andy': 41, 'Val': 3, 'Erin': 13, 'Jim': 66, 'Phyllis': 10, 'Dwight': 47, 'Kevin': 11, 'Darryl': 11, 'Ryan': 2, 'Oscar': 23, 'Gabe': 3, 'Meredith': 1, 'Stanley': 6, 'Toby': 5, 'Angela': 28, 'Ernesto': 3, 'Nate': 3, 'Creed': 5, 'Pam': 28, 'All': 1, 'Cece': 6, 'Kelly': 2, 'Nurse': 1}","{'Andy': 470, 'Val': 15, 'Erin': 91, 'Jim': 695, 'Phyllis': 54, 'Dwight': 584, 'Kevin': 76, 'Darryl': 104, 'Ryan': 16, 'Oscar': 193, 'Gabe': 25, 'Meredith': 13, 'Stanley': 100, 'Toby': 38, 'Angela': 194, 'Ernesto': 7, 'Nate': 68, 'Creed': 33, 'Pam': 176, 'All': 1, 'Cece': 8, 'Kelly': 21, 'Nurse': 3}"
The Office,8,14,"{'Jim': 28, 'Pam': 27, 'All': 1, 'Andy': 40, 'Phyllis': 2, 'Stanley': 5, 'Angela': 8, 'Dwight': 53, 'Kelly': 7, 'Oscar': 4, 'Group': 2, 'Kevin': 5, 'Erin': 10, 'Darryl': 19, 'Val': 8, 'Nate': 11, 'Kathy': 2, 'Bob': 4, 'Meredith': 2, 'Ryan': 10, 'Toby': 2}","{'Jim': 256, 'Pam': 213, 'All': 1, 'Andy': 392, 'Phyllis': 16, 'Stanley': 64, 'Angela': 114, 'Dwight': 838, 'Kelly': 60, 'Oscar': 26, 'Group': 3, 'Kevin': 74, 'Erin': 107, 'Darryl': 124, 'Val': 34, 'Nate': 130, 'Kathy': 33, 'Bob': 45, 'Meredith': 18, 'Ryan': 165, 'Toby': 15}"
The Office,8,15,"{'Dwight': 47, 'Erin': 17, 'Stanley': 12, 'Jim': 28, 'Cathy': 4, 'Saleswoman': 1, 'Ryan': 8, 'Andy': 18, 'Creed': 2, 'Darryl': 4, 'Meredith': 2, 'Oscar': 1, 'Pam': 10, 'Everyone': 2, 'Kelly': 3, 'Packer': 14, 'Nellie': 27, 'Paramedic': 2, 'Kevin': 1}","{'Dwight': 607, 'Erin': 100, 'Stanley': 102, 'Jim': 251, 'Cathy': 42, 'Saleswoman': 4, 'Ryan': 45, 'Andy': 201, 'Creed': 15, 'Darryl': 80, 'Meredith': 23, 'Oscar': 9, 'Pam': 87, 'Everyone': 7, 'Kelly': 35, 'Packer': 124, 'Nellie': 536, 'Paramedic': 11, 'Kevin': 19}"
The Office,8,16,"{'Pam': 13, 'Angela': 8, 'Oscar': 6, 'Angela/Pam': 1, 'Nellie': 24, 'Packer': 9, 'Dwight': 54, 'Jim': 52, 'Cathy': 27, 'Andy': 17, 'Gabe': 4, 'Ryan': 17, 'Erin': 18, 'Waitress': 1, 'Kevin': 4, 'Phyllis': 4, 'Kelly': 7, 'Darryl': 13, 'Val': 8, 'Brandon': 12, 'Everyone': 2, 'Stanley': 5}","{'Pam': 127, 'Angela': 35, 'Oscar': 52, 'Angela/Pam': 1, 'Nellie': 245, 'Packer': 62, 'Dwight': 584, 'Jim': 380, 'Cathy': 220, 'Andy': 188, 'Gabe': 33, 'Ryan': 126, 'Erin': 137, 'Waitress': 3, 'Kevin': 25, 'Phyllis': 30, 'Kelly': 115, 'Darryl': 81, 'Val': 52, 'Brandon': 82, 'Everyone': 2, 'Stanley': 25}"
The Office,8,17,"{'Dwight': 42, 'Ryan': 17, 'Nellie': 18, 'Jim': 27, 'Cathy': 3, 'Andy': 22, 'Kevin': 8, 'Kelly': 9, 'Phyllis': 2, 'Darryl': 4, 'Meredith': 3, 'Angela': 9, 'Pam': 10, 'Oscar': 6, 'Man': 1, 'Erin': 5, 'Blogger': 4, 'Toby': 18, 'Creed': 1, 'Everyone': 1, 'Patty': 1, 'Lady': 5, 'Girl': 4, 'Stanley': 1, 'Crowd': 2, 'Others': 1}","{'Dwight': 582, 'Ryan': 258, 'Nellie': 271, 'Jim': 376, 'Cathy': 14, 'Andy': 300, 'Kevin': 92, 'Kelly': 111, 'Phyllis': 18, 'Darryl': 33, 'Meredith': 20, 'Angela': 46, 'Pam': 74, 'Oscar': 54, 'Man': 2, 'Erin': 57, 'Blogger': 22, 'Toby': 281, 'Creed': 1, 'Everyone': 2, 'Patty': 1, 'Lady': 54, 'Girl': 22, 'Stanley': 3, 'Crowd': 2, 'Others': 1}"
The Office,8,18,"{'Andy': 18, 'Everyone': 1, 'Angela': 3, 'Phyllis': 5, 'Oscar': 2, 'Creed': 1, 'Dwight': 37, 'Nellie': 12, 'Jim': 41, 'Darryl': 22, 'Toby': 15, 'Erin': 12, 'Irene': 6, 'Kevin': 14, 'Gabe': 1, 'Pam': 7, 'Stanley': 2, 'Kelly': 3, 'Cathy': 1, 'Ryan': 2}","{'Andy': 273, 'Everyone': 4, 'Angela': 17, 'Phyllis': 29, 'Oscar': 13, 'Creed': 7, 'Dwight': 373, 'Nellie': 171, 'Jim': 334, 'Darryl': 233, 'Toby': 131, 'Erin': 97, 'Irene': 60, 'Kevin': 164, 'Gabe': 13, 'Pam': 71, 'Stanley': 8, 'Kelly': 73, 'Cathy': 7, 'Ryan': 9}"
The Office,8,19,"{'Pam': 14, 'Jim': 34, 'Oscar': 1, 'Kevin': 7, 'Ryan': 1, 'Dwight': 16, 'Meredith': 2, 'Darryl': 7, 'Phyllis': 3, 'Nellie': 36, 'Toby': 3, 'Erin': 27, 'Alonzo': 1, 'Robert': 20, 'Andy': 26, 'Irene': 15, 'Glenn': 4, 'Angela': 1, 'Stanley': 1, 'All': 1}","{'Pam': 131, 'Jim': 261, 'Oscar': 17, 'Kevin': 49, 'Ryan': 10, 'Dwight': 121, 'Meredith': 12, 'Darryl': 15, 'Phyllis': 17, 'Nellie': 590, 'Toby': 58, 'Erin': 255, 'Alonzo': 4, 'Robert': 237, 'Andy': 309, 'Irene': 159, 'Glenn': 24, 'Angela': 17, 'Stanley': 4, 'All': 4}"
The Office,8,20,"{'Pam': 27, 'Jim': 36, 'Phyllis': 7, 'Oscar': 11, 'Angela': 8, 'Dwight': 22, 'Gabe': 2, 'Robert': 18, 'Nellie': 21, 'Kevin': 2, 'Stanley': 1, 'Andy': 44, 'Erin': 22, 'Lauren': 11, 'Jessica': 13, 'Megan': 7, 'Darryl': 1, 'Ryan': 3, 'All': 3, 'Kenny': 5, 'Creed': 1, 'Magician': 10, 'Woman': 1, 'Various': 1, 'Hank': 4}","{'Pam': 276, 'Jim': 336, 'Phyllis': 49, 'Oscar': 109, 'Angela': 82, 'Dwight': 199, 'Gabe': 12, 'Robert': 204, 'Nellie': 363, 'Kevin': 6, 'Stanley': 3, 'Andy': 526, 'Erin': 144, 'Lauren': 96, 'Jessica': 101, 'Megan': 50, 'Darryl': 28, 'Ryan': 22, 'All': 8, 'Kenny': 20, 'Creed': 6, 'Magician': 172, 'Woman': 2, 'Various': 4, 'Hank': 33}"
The Office,8,21,"{'Darryl': 4, 'Phyllis': 5, 'Oscar': 6, 'Pam': 25, 'Jim': 16, 'Andy': 46, 'Erin': 21, 'Kevin': 8, 'Nellie': 30, 'Ravi': 1, 'Kelly': 10, 'Ryan': 25, 'Robert': 14, 'Angela': 6, 'Dwight': 11, 'Creed': 2, 'All': 1, 'Gabe': 4, 'Stanley': 1, 'Toby': 1, 'Nate': 1, 'Wrangler': 2}","{'Darryl': 45, 'Phyllis': 35, 'Oscar': 47, 'Pam': 251, 'Jim': 105, 'Andy': 496, 'Erin': 146, 'Kevin': 52, 'Nellie': 224, 'Ravi': 38, 'Kelly': 80, 'Ryan': 385, 'Robert': 178, 'Angela': 19, 'Dwight': 106, 'Creed': 14, 'All': 1, 'Gabe': 57, 'Stanley': 2, 'Toby': 11, 'Nate': 32, 'Wrangler': 11}"
The Office,8,22,"{'Ryan': 15, 'Pam': 22, 'Jim': 22, 'Nellie': 11, 'Dwight': 11, 'Oscar': 12, 'Darryl': 13, 'Robert': 13, 'Erin': 7, 'Phyllis': 1, 'Andy': 34, 'Angela': 2, 'Kevin': 13, 'Creed': 1, 'Senator': 5, 'Meredith': 1, 'Stanley': 1, 'Waiter': 2, 'David': 4, 'Speaker': 6, 'Vet': 6}","{'Ryan': 198, 'Pam': 166, 'Jim': 189, 'Nellie': 110, 'Dwight': 157, 'Oscar': 114, 'Darryl': 72, 'Robert': 189, 'Erin': 73, 'Phyllis': 11, 'Andy': 460, 'Angela': 18, 'Kevin': 201, 'Creed': 8, 'Senator': 53, 'Meredith': 5, 'Stanley': 7, 'Waiter': 10, 'David': 49, 'Speaker': 100, 'Vet': 109}"
The Office,8,23,"{'Gabe': 9, 'Dwight': 51, 'Jim': 44, 'All': 1, 'Robert': 30, 'Andy': 24, 'Erin': 7, 'Stanley': 1, 'Phyllis': 1, 'Oscar': 1, 'Nellie': 13, 'Pam': 22, 'Harry': 25, 'Toby': 5, 'Receptionist': 4, 'Angela:': 1, 'Phone': 4, 'David': 3}","{'Gabe': 115, 'Dwight': 419, 'Jim': 301, 'All': 3, 'Robert': 293, 'Andy': 316, 'Erin': 45, 'Stanley': 5, 'Phyllis': 12, 'Oscar': 4, 'Nellie': 141, 'Pam': 134, 'Harry': 283, 'Toby': 46, 'Receptionist': 22, 'Angela:': 15, 'Phone': 83, 'David': 29}"
The Office,8,24,"{'Oscar': 10, 'Phyllis': 5, 'Dwight': 20, 'Kelly': 4, 'Pam': 22, 'Robert': 14, 'Kevin': 2, 'Jake': 1, 'Angela': 15, 'Darryl': 12, 'Hide': 2, 'Calvin': 3, 'Andy': 40, 'Jim': 28, 'Gabe': 2, 'Nellie': 16, 'Creed': 1, 'Photographer': 2, 'Erin': 8, 'Brandon': 5, 'Val': 4, 'Toby': 4, 'Others': 1, 'David': 16, 'Stanley': 1, 'Mose': 2, 'Meredith': 1}","{'Oscar': 122, 'Phyllis': 22, 'Dwight': 173, 'Kelly': 50, 'Pam': 113, 'Robert': 252, 'Kevin': 16, 'Jake': 5, 'Angela': 82, 'Darryl': 142, 'Hide': 6, 'Calvin': 18, 'Andy': 413, 'Jim': 161, 'Gabe': 10, 'Nellie': 97, 'Creed': 9, 'Photographer': 8, 'Erin': 96, 'Brandon': 53, 'Val': 9, 'Toby': 41, 'Others': 1, 'David': 158, 'Stanley': 6, 'Mose': 7, 'Meredith': 4}"
The Office,9,01,"{'Doctor': 1, 'Pam': 17, 'Jim': 14, 'Toby': 7, 'Kelly': 1, 'Off-camera': 2, 'Clark': 20, 'Stanley': 2, 'Nellie': 9, 'Meredith': 2, 'Erin': 1, 'Andy': 25, 'Pete': 11, 'Darryl': 3, 'Dwight': 31, 'Angela': 13, 'Kevin': 3, 'Oscar': 6, 'David': 1, 'Rafe': 1}","{'Doctor': 11, 'Pam': 139, 'Jim': 132, 'Toby': 100, 'Kelly': 4, 'Off-camera': 13, 'Clark': 151, 'Stanley': 15, 'Nellie': 65, 'Meredith': 11, 'Erin': 17, 'Andy': 326, 'Pete': 67, 'Darryl': 23, 'Dwight': 288, 'Angela': 159, 'Kevin': 16, 'Oscar': 31, 'David': 10, 'Rafe': 1}"
The Office,9,02,"{'Kevin': 9, 'Pam': 27, 'Erin': 28, 'Andy': 30, 'Creed': 2, 'Jim': 31, 'Pete': 10, 'Clark': 20, 'Nellie': 29, 'Roy': 10, 'Darryl': 8, 'Server': 2, 'Stanley': 1, 'Angela': 6, 'Toby': 5, 'Dwight': 24, 'Kenny': 1, 'Oscar': 5, 'Phyllis': 1, 'Meredith': 1}","{'Kevin': 69, 'Pam': 326, 'Erin': 241, 'Andy': 283, 'Creed': 17, 'Jim': 226, 'Pete': 84, 'Clark': 268, 'Nellie': 269, 'Roy': 145, 'Darryl': 60, 'Server': 9, 'Stanley': 3, 'Angela': 51, 'Toby': 28, 'Dwight': 166, 'Kenny': 16, 'Oscar': 53, 'Phyllis': 6, 'Meredith': 15}"
The Office,9,03,"{'Dwight': 18, 'Voicemail': 2, 'Pam': 27, 'Erin': 19, 'Darryl': 27, 'Nellie': 27, 'Andy': 35, 'Pete': 4, 'Clark': 2, 'Jim': 16, 'Oscar': 7, 'Phyllis': 3, 'Angela': 2, 'Kevin': 3, 'Meredith': 1}","{'Dwight': 148, 'Voicemail': 9, 'Pam': 270, 'Erin': 101, 'Darryl': 205, 'Nellie': 367, 'Andy': 560, 'Pete': 26, 'Clark': 20, 'Jim': 158, 'Oscar': 103, 'Phyllis': 33, 'Angela': 8, 'Kevin': 13, 'Meredith': 6}"
The Office,9,04,"{'Andy': 40, 'Group': 18, 'Kevin': 15, 'Oscar': 14, 'Dwight': 33, 'Jim': 54, 'Darryl': 10, 'Phyllis': 5, 'Stanley': 10, 'Toby': 2, 'Pam': 27, 'Nellie': 21, 'Meredith': 5, 'Clark': 11, 'Creed': 2, 'Angela': 3, 'Pete': 2, 'Erin': 8}","{'Andy': 434, 'Group': 45, 'Kevin': 102, 'Oscar': 98, 'Dwight': 452, 'Jim': 524, 'Darryl': 44, 'Phyllis': 19, 'Stanley': 59, 'Toby': 14, 'Pam': 170, 'Nellie': 141, 'Meredith': 27, 'Clark': 50, 'Creed': 8, 'Angela': 25, 'Pete': 8, 'Erin': 93}"
The Office,9,05,"{'Erin': 21, 'Dwight': 28, 'Jim': 34, 'Pam': 29, 'Andy': 41, 'Angela': 6, 'HCT': 13, 'Darryl': 6, 'Stanley': 2, 'Clark': 4, 'Meredith': 5, 'Nellie': 18, 'Pete': 1, 'Oscar': 3, 'Toby': 5, 'All': 1, 'Kevin': 1}","{'Erin': 151, 'Dwight': 337, 'Jim': 296, 'Pam': 202, 'Andy': 492, 'Angela': 82, 'HCT': 14, 'Darryl': 41, 'Stanley': 18, 'Clark': 38, 'Meredith': 31, 'Nellie': 132, 'Pete': 10, 'Oscar': 16, 'Toby': 19, 'All': 1, 'Kevin': 9}"
The Office,9,06,"{'Andy': 43, 'White': 1, 'Pam': 10, 'Jim': 8, 'Oscar': 19, 'Kevin': 17, 'Creed': 1, 'Meredith': 3, 'Dwight': 25, 'Darryl': 4, 'Angela': 11, 'Erin': 37, 'Nellie': 14, 'Pete': 9, 'Toby': 8, 'All': 1}","{'Andy': 466, 'White': 8, 'Pam': 152, 'Jim': 76, 'Oscar': 152, 'Kevin': 159, 'Creed': 7, 'Meredith': 37, 'Dwight': 276, 'Darryl': 34, 'Angela': 105, 'Erin': 295, 'Nellie': 278, 'Pete': 72, 'Toby': 77, 'All': 7}"
The Office,9,07,"{'Andy': 7, 'Everyone': 2, 'Pam': 42, 'Phyllis': 13, 'Darryl': 2, 'Erin': 15, 'Dwight': 49, 'David': 6, 'Jim': 19, 'Nellie': 5, 'Meredith': 4, 'Creed': 1, 'Pete': 9, 'Angela': 20, 'Oscar': 16, 'Kevin': 1, 'Hank': 2, 'Secretary': 2, 'Jan': 22, 'Molly': 3, 'Clark': 2, 'Colin': 4}","{'Andy': 109, 'Everyone': 2, 'Pam': 393, 'Phyllis': 155, 'Darryl': 16, 'Erin': 114, 'Dwight': 570, 'David': 84, 'Jim': 173, 'Nellie': 104, 'Meredith': 28, 'Creed': 3, 'Pete': 53, 'Angela': 190, 'Oscar': 145, 'Kevin': 6, 'Hank': 8, 'Secretary': 15, 'Jan': 194, 'Molly': 59, 'Clark': 12, 'Colin': 35}"
The Office,9,08,"{'Oscar': 18, 'Angela': 50, 'Dwight': 50, 'Pam': 16, 'Meredith': 8, 'Jim': 25, 'David': 3, 'Stanley': 14, 'Kevin': 14, 'Pete': 18, 'Darryl': 5, 'Trevor': 20, 'Hide': 3, 'Erin': 5, 'Everyone': 8, 'Creed': 3, 'Waiter': 2, 'Nellie': 9, 'Phyllis': 8, 'Toby': 8}","{'Oscar': 170, 'Angela': 388, 'Dwight': 556, 'Pam': 239, 'Meredith': 37, 'Jim': 294, 'David': 37, 'Stanley': 77, 'Kevin': 95, 'Pete': 195, 'Darryl': 28, 'Trevor': 185, 'Hide': 11, 'Erin': 52, 'Everyone': 10, 'Creed': 24, 'Waiter': 11, 'Nellie': 59, 'Phyllis': 74, 'Toby': 40}"
The Office,9,09,"{'Jim': 54, 'Pam': 32, 'Dwight': 53, 'Erin': 22, 'Angela': 10, 'Nellie': 10, 'Kevin': 12, 'Phyllis': 10, 'Meredith': 5, 'Stanley': 5, 'Pete': 22, 'Darryl': 13, 'Toby': 8, 'Oscar': 5}","{'Jim': 454, 'Pam': 237, 'Dwight': 783, 'Erin': 210, 'Angela': 55, 'Nellie': 59, 'Kevin': 116, 'Phyllis': 127, 'Meredith': 43, 'Stanley': 26, 'Pete': 205, 'Darryl': 63, 'Toby': 91, 'Oscar': 62}"
The Office,9,10,"{'Kevin': 9, 'Jim': 19, 'Darryl': 11, 'Erin': 22, 'Pam': 37, 'Worker': 1, 'Val': 11, 'Meredith': 16, 'Angela': 14, 'Dwight': 13, 'Oscar': 9, 'Phyllis': 8, 'Nellie': 8, 'Stanley': 3, 'Creed': 3, 'Julius': 7, 'Pete': 5, 'Helene': 2, 'Both': 1}","{'Kevin': 50, 'Jim': 195, 'Darryl': 135, 'Erin': 280, 'Pam': 367, 'Worker': 3, 'Val': 57, 'Meredith': 191, 'Angela': 93, 'Dwight': 196, 'Oscar': 34, 'Phyllis': 58, 'Nellie': 201, 'Stanley': 21, 'Creed': 25, 'Julius': 61, 'Pete': 34, 'Helene': 41, 'Both': 41}"
The Office,9,11,"{'Dwight': 35, 'Jim': 16, 'Phyllis': 6, 'Nellie': 8, 'Darryl': 16, 'Pam': 19, 'Erin': 7, 'Clark': 32, 'Meredith': 6, 'Oscar': 18, 'Kevin': 19, 'Pete': 2, 'Angela': 10, 'Everyone': 1, 'Dennis': 3, 'Wade': 1, 'Stanley': 2, 'Creed': 2}","{'Dwight': 520, 'Jim': 213, 'Phyllis': 24, 'Nellie': 72, 'Darryl': 200, 'Pam': 254, 'Erin': 107, 'Clark': 374, 'Meredith': 42, 'Oscar': 138, 'Kevin': 112, 'Pete': 14, 'Angela': 40, 'Everyone': 5, 'Dennis': 17, 'Wade': 1, 'Stanley': 26, 'Creed': 8}"
The Office,9,12,"{'Pam': 40, 'Kevin': 8, 'Dwight': 36, 'Angela': 5, 'Pete': 11, 'Oscar': 6, 'All': 3, 'Nellie': 20, 'Erin': 14, 'Jim': 27, 'Co-worker': 3, 'Darryl': 20, 'Cece': 3, 'Phyllis': 3, 'Clark': 1, 'Stanley': 1, 'Creed': 2, 'Ballerinas': 2, 'Audience': 2, 'Meredith': 2, 'Investor': 1, 'Lonnie': 2, 'Toby': 5, 'Brian': 5, 'Cameraman': 1, 'Guy': 3}","{'Pam': 437, 'Kevin': 60, 'Dwight': 449, 'Angela': 58, 'Pete': 82, 'Oscar': 44, 'All': 3, 'Nellie': 239, 'Erin': 156, 'Jim': 430, 'Co-worker': 33, 'Darryl': 191, 'Cece': 7, 'Phyllis': 51, 'Clark': 15, 'Stanley': 7, 'Creed': 6, 'Ballerinas': 6, 'Audience': 2, 'Meredith': 14, 'Investor': 10, 'Lonnie': 15, 'Toby': 62, 'Brian': 39, 'Cameraman': 1, 'Guy': 31}"
